"Specialism","Expertise","Expertise_clean","Value","Threshold","id","response","indicator"
"Digital Forensics","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Digital Forensics","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Digital Forensics","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Digital Forensics","Law & Regulation","cyber_security_law_regulation","Core",90,"1",0,0
"Digital Forensics","Malware & Attack Technologies","malware_attack_technologies",NA,0,"1",100,0
"Digital Forensics","Adversarial Behaviours","adversarial_behaviours","Related",60,"1",100,60
"Digital Forensics","Forensics","forensics","Core",90,"1",50.21,50.21
"Digital Forensics","Security Operations & Incident Management","security_operations_incident_management","Related",60,"1",0,0
"Digital Forensics","Cryptography","cryptography",NA,0,"1",0,0
"Digital Forensics","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Digital Forensics","Distributed Systems Security","distributed_systems_security","Related",60,"1",0,0
"Digital Forensics","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Digital Forensics","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Digital Forensics","Software Security","software_security","Related",60,"1",0,0
"Digital Forensics","Web & Mobile Security","web_mobile_security","Wider",30,"1",0,0
"Digital Forensics","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Digital Forensics","Network Security","network_security","Wider",30,"1",0,0
"Digital Forensics","Hardware Security","hardware_security",NA,0,"1",0,0
"Digital Forensics","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Digital Forensics","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Digital Forensics","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Law & Regulation","cyber_security_law_regulation","Core",90,"1",0,0
"Digital Forensics (Industrial Control Systems)","Malware & Attack Technologies","malware_attack_technologies",NA,0,"1",100,0
"Digital Forensics (Industrial Control Systems)","Adversarial Behaviours","adversarial_behaviours","Related",60,"1",100,60
"Digital Forensics (Industrial Control Systems)","Forensics","forensics","Core",90,"1",50.21,50.21
"Digital Forensics (Industrial Control Systems)","Security Operations & Incident Management","security_operations_incident_management","Related",60,"1",0,0
"Digital Forensics (Industrial Control Systems)","Cryptography","cryptography",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Distributed Systems Security","distributed_systems_security","Related",60,"1",0,0
"Digital Forensics (Industrial Control Systems)","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Software Security","software_security","Related",60,"1",0,0
"Digital Forensics (Industrial Control Systems)","Web & Mobile Security","web_mobile_security","Wider",30,"1",0,0
"Digital Forensics (Industrial Control Systems)","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Network Security","network_security","Wider",30,"1",0,0
"Digital Forensics (Industrial Control Systems)","Hardware Security","hardware_security",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Digital Forensics (Industrial Control Systems)","Cyber Physical Systems","cyber_physical_systems","Core",90,"1",0,0
"Digital Forensics (Industrial Control Systems)","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Risk Management & Governance","risk_management_governance","Wider",30,"1",0,0
"Cyber Threat Intelligence","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Cyber Threat Intelligence","Law & Regulation","cyber_security_law_regulation","Related",60,"1",0,0
"Cyber Threat Intelligence","Malware & Attack Technologies","malware_attack_technologies","Core",90,"1",100,90
"Cyber Threat Intelligence","Adversarial Behaviours","adversarial_behaviours","Core",90,"1",100,90
"Cyber Threat Intelligence","Forensics","forensics","Wider",30,"1",50.21,30
"Cyber Threat Intelligence","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Cyber Threat Intelligence","Cryptography","cryptography",NA,0,"1",0,0
"Cyber Threat Intelligence","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Cyber Threat Intelligence","Software Security","software_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Cyber Threat Intelligence","Network Security","network_security","Wider",30,"1",0,0
"Cyber Threat Intelligence","Hardware Security","hardware_security",NA,0,"1",0,0
"Cyber Threat Intelligence","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Cyber Threat Intelligence","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Cyber Threat Intelligence","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Cyber Security Management","Risk Management & Governance","risk_management_governance","Core",90,"1",0,0
"Cyber Security Management","Human Factors","human_factors_and_usable_security","Related",60,"1",0,0
"Cyber Security Management","Privacy & Online Rights","privacy_online_rights","Related",60,"1",0,0
"Cyber Security Management","Law & Regulation","cyber_security_law_regulation","Core",90,"1",0,0
"Cyber Security Management","Malware & Attack Technologies","malware_attack_technologies","Wider",30,"1",100,30
"Cyber Security Management","Adversarial Behaviours","adversarial_behaviours","Wider",30,"1",100,30
"Cyber Security Management","Forensics","forensics","Wider",30,"1",50.21,30
"Cyber Security Management","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Cyber Security Management","Cryptography","cryptography","Wider",30,"1",0,0
"Cyber Security Management","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Wider",30,"1",0,0
"Cyber Security Management","Distributed Systems Security","distributed_systems_security","Wider",30,"1",0,0
"Cyber Security Management","Formal Methods for Security","formal_methods_for_security","Wider",30,"1",0,0
"Cyber Security Management","Authentication, Authorisation & Accountability","authentication_authorisation_accountability","Wider",30,"1",0,0
"Cyber Security Management","Software Security","software_security","Wider",30,"1",0,0
"Cyber Security Management","Web & Mobile Security","web_mobile_security","Wider",30,"1",0,0
"Cyber Security Management","Secure Software Lifecycle","secure_software_lifecycle","Wider",30,"1",0,0
"Cyber Security Management","Network Security","network_security","Wider",30,"1",0,0
"Cyber Security Management","Hardware Security","hardware_security","Wider",30,"1",0,0
"Cyber Security Management","Applied Cryptography","applied_cryptography","Wider",30,"1",0,0
"Cyber Security Management","Cyber Physical Systems","cyber_physical_systems","Wider",30,"1",0,0
"Cyber Security Management","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security","Wider",30,"1",0,0
"Incident response","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Incident response","Human Factors","human_factors_and_usable_security","Wider",30,"1",0,0
"Incident response","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Incident response","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Incident response","Malware & Attack Technologies","malware_attack_technologies","Related",60,"1",100,60
"Incident response","Adversarial Behaviours","adversarial_behaviours","Related",60,"1",100,60
"Incident response","Forensics","forensics","Wider",30,"1",50.21,30
"Incident response","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Incident response","Cryptography","cryptography",NA,0,"1",0,0
"Incident response","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Incident response","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Incident response","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Incident response","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Incident response","Software Security","software_security",NA,0,"1",0,0
"Incident response","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Incident response","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Incident response","Network Security","network_security","Wider",30,"1",0,0
"Incident response","Hardware Security","hardware_security","Wider",30,"1",0,0
"Incident response","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Incident response","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Incident response","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Human Factors","human_factors_and_usable_security","Wider",30,"1",0,0
"Incident response (Industrial Control Systems)","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Malware & Attack Technologies","malware_attack_technologies","Related",60,"1",100,60
"Incident response (Industrial Control Systems)","Adversarial Behaviours","adversarial_behaviours","Related",60,"1",100,60
"Incident response (Industrial Control Systems)","Forensics","forensics","Wider",30,"1",50.21,30
"Incident response (Industrial Control Systems)","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Incident response (Industrial Control Systems)","Cryptography","cryptography",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Software Security","software_security",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Network Security","network_security","Wider",30,"1",0,0
"Incident response (Industrial Control Systems)","Hardware Security","hardware_security","Wider",30,"1",0,0
"Incident response (Industrial Control Systems)","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Incident response (Industrial Control Systems)","Cyber Physical Systems","cyber_physical_systems","Core",90,"1",0,0
"Incident response (Industrial Control Systems)","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Malware & Attack Technologies","malware_attack_technologies","Related",60,"1",100,60
"Network Monitoring & Intrusion Detection","Adversarial Behaviours","adversarial_behaviours","Wider",30,"1",100,30
"Network Monitoring & Intrusion Detection","Forensics","forensics",NA,0,"1",50.21,0
"Network Monitoring & Intrusion Detection","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Network Monitoring & Intrusion Detection","Cryptography","cryptography",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Software Security","software_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Network Security","network_security","Core",90,"1",0,0
"Network Monitoring & Intrusion Detection","Hardware Security","hardware_security",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Network Monitoring & Intrusion Detection","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Vulnerability Management","Risk Management & Governance","risk_management_governance","Wider",30,"1",0,0
"Vulnerability Management","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Vulnerability Management","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Vulnerability Management","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Vulnerability Management","Malware & Attack Technologies","malware_attack_technologies","Related",60,"1",100,60
"Vulnerability Management","Adversarial Behaviours","adversarial_behaviours","Related",60,"1",100,60
"Vulnerability Management","Forensics","forensics",NA,0,"1",50.21,0
"Vulnerability Management","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Vulnerability Management","Cryptography","cryptography",NA,0,"1",0,0
"Vulnerability Management","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Vulnerability Management","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Vulnerability Management","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Vulnerability Management","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Vulnerability Management","Software Security","software_security",NA,0,"1",0,0
"Vulnerability Management","Web & Mobile Security","web_mobile_security","Core",90,"1",0,0
"Vulnerability Management","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Vulnerability Management","Network Security","network_security","Related",60,"1",0,0
"Vulnerability Management","Hardware Security","hardware_security",NA,0,"1",0,0
"Vulnerability Management","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Vulnerability Management","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Vulnerability Management","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Security Testing","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Security Testing","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Security Testing","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Security Testing","Law & Regulation","cyber_security_law_regulation","Related",60,"1",0,0
"Security Testing","Malware & Attack Technologies","malware_attack_technologies","Core",90,"1",100,90
"Security Testing","Adversarial Behaviours","adversarial_behaviours","Wider",30,"1",100,30
"Security Testing","Forensics","forensics",NA,0,"1",50.21,0
"Security Testing","Security Operations & Incident Management","security_operations_incident_management",NA,0,"1",0,0
"Security Testing","Cryptography","cryptography",NA,0,"1",0,0
"Security Testing","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security",NA,0,"1",0,0
"Security Testing","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Security Testing","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Security Testing","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Security Testing","Software Security","software_security","Core",90,"1",0,0
"Security Testing","Web & Mobile Security","web_mobile_security","Related",60,"1",0,0
"Security Testing","Secure Software Lifecycle","secure_software_lifecycle","Core",90,"1",0,0
"Security Testing","Network Security","network_security","Core",90,"1",0,0
"Security Testing","Hardware Security","hardware_security",NA,0,"1",0,0
"Security Testing","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Security Testing","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Security Testing","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Privacy & Online Rights","privacy_online_rights","Wider",30,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Law & Regulation","cyber_security_law_regulation","Wider",30,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Malware & Attack Technologies","malware_attack_technologies",NA,0,"1",100,0
"Cryptography & Communications Security (Cryptographer)","Adversarial Behaviours","adversarial_behaviours",NA,0,"1",100,0
"Cryptography & Communications Security (Cryptographer)","Forensics","forensics",NA,0,"1",50.21,0
"Cryptography & Communications Security (Cryptographer)","Security Operations & Incident Management","security_operations_incident_management",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Cryptography","cryptography","Core",90,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Wider",30,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Distributed Systems Security","distributed_systems_security","Core",90,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Authentication, Authorisation & Accountability","authentication_authorisation_accountability","Wider",30,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Software Security","software_security",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Network Security","network_security","Core",90,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Hardware Security","hardware_security",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Cryptography & Communications Security (Cryptographer)","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security","Related",60,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Privacy & Online Rights","privacy_online_rights","Wider",30,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Law & Regulation","cyber_security_law_regulation","Wider",30,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Malware & Attack Technologies","malware_attack_technologies",NA,0,"1",100,0
"Cryptography & Communications Security (Secure Communications Operator)","Adversarial Behaviours","adversarial_behaviours",NA,0,"1",100,0
"Cryptography & Communications Security (Secure Communications Operator)","Forensics","forensics",NA,0,"1",50.21,0
"Cryptography & Communications Security (Secure Communications Operator)","Security Operations & Incident Management","security_operations_incident_management",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Cryptography","cryptography","Related",60,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Wider",30,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Distributed Systems Security","distributed_systems_security","Core",90,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Authentication, Authorisation & Accountability","authentication_authorisation_accountability","Wider",30,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Software Security","software_security",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Network Security","network_security","Core",90,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Hardware Security","hardware_security",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Cryptography & Communications Security (Secure Communications Operator)","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security","Related",60,"1",0,0
"Secure Operations","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Secure Operations","Human Factors","human_factors_and_usable_security","Wider",30,"1",0,0
"Secure Operations","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Secure Operations","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Secure Operations","Malware & Attack Technologies","malware_attack_technologies","Wider",30,"1",100,30
"Secure Operations","Adversarial Behaviours","adversarial_behaviours",NA,0,"1",100,0
"Secure Operations","Forensics","forensics","Wider",30,"1",50.21,30
"Secure Operations","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Secure Operations","Cryptography","cryptography",NA,0,"1",0,0
"Secure Operations","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Related",60,"1",0,0
"Secure Operations","Distributed Systems Security","distributed_systems_security","Wider",30,"1",0,0
"Secure Operations","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Secure Operations","Authentication, Authorisation & Accountability","authentication_authorisation_accountability","Core",90,"1",0,0
"Secure Operations","Software Security","software_security",NA,0,"1",0,0
"Secure Operations","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Secure Operations","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Secure Operations","Network Security","network_security","Related",60,"1",0,0
"Secure Operations","Hardware Security","hardware_security",NA,0,"1",0,0
"Secure Operations","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Secure Operations","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Secure Operations","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Human Factors","human_factors_and_usable_security","Wider",30,"1",0,0
"Secure Operations (Industrial control systems)","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Malware & Attack Technologies","malware_attack_technologies","Wider",30,"1",100,30
"Secure Operations (Industrial control systems)","Adversarial Behaviours","adversarial_behaviours",NA,0,"1",100,0
"Secure Operations (Industrial control systems)","Forensics","forensics","Wider",30,"1",50.21,30
"Secure Operations (Industrial control systems)","Security Operations & Incident Management","security_operations_incident_management","Core",90,"1",0,0
"Secure Operations (Industrial control systems)","Cryptography","cryptography",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Related",60,"1",0,0
"Secure Operations (Industrial control systems)","Distributed Systems Security","distributed_systems_security","Wider",30,"1",0,0
"Secure Operations (Industrial control systems)","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Authentication, Authorisation & Accountability","authentication_authorisation_accountability","Core",90,"1",0,0
"Secure Operations (Industrial control systems)","Software Security","software_security",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Web & Mobile Security","web_mobile_security",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Network Security","network_security","Related",60,"1",0,0
"Secure Operations (Industrial control systems)","Hardware Security","hardware_security",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Secure Operations (Industrial control systems)","Cyber Physical Systems","cyber_physical_systems","Related",60,"1",0,0
"Secure Operations (Industrial control systems)","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Identity & Access Management","Risk Management & Governance","risk_management_governance","Related",60,"1",0,0
"Identity & Access Management","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Identity & Access Management","Privacy & Online Rights","privacy_online_rights","Related",60,"1",0,0
"Identity & Access Management","Law & Regulation","cyber_security_law_regulation","Wider",30,"1",0,0
"Identity & Access Management","Malware & Attack Technologies","malware_attack_technologies",NA,0,"1",100,0
"Identity & Access Management","Adversarial Behaviours","adversarial_behaviours","Wider",30,"1",100,30
"Identity & Access Management","Forensics","forensics",NA,0,"1",50.21,0
"Identity & Access Management","Security Operations & Incident Management","security_operations_incident_management","Wider",30,"1",0,0
"Identity & Access Management","Cryptography","cryptography","Related",60,"1",0,0
"Identity & Access Management","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Related",60,"1",0,0
"Identity & Access Management","Distributed Systems Security","distributed_systems_security",NA,0,"1",0,0
"Identity & Access Management","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Identity & Access Management","Authentication, Authorisation & Accountability","authentication_authorisation_accountability","Core",90,"1",0,0
"Identity & Access Management","Software Security","software_security",NA,0,"1",0,0
"Identity & Access Management","Web & Mobile Security","web_mobile_security","Core",90,"1",0,0
"Identity & Access Management","Secure Software Lifecycle","secure_software_lifecycle",NA,0,"1",0,0
"Identity & Access Management","Network Security","network_security",NA,0,"1",0,0
"Identity & Access Management","Hardware Security","hardware_security",NA,0,"1",0,0
"Identity & Access Management","Applied Cryptography","applied_cryptography",NA,0,"1",0,0
"Identity & Access Management","Cyber Physical Systems","cyber_physical_systems",NA,0,"1",0,0
"Identity & Access Management","Physical Layer & Telecoms Security","physical_layer_and_telecommunications_security",NA,0,"1",0,0
"Secure System Architecture & Design","Risk Management & Governance","risk_management_governance",NA,0,"1",0,0
"Secure System Architecture & Design","Human Factors","human_factors_and_usable_security",NA,0,"1",0,0
"Secure System Architecture & Design","Privacy & Online Rights","privacy_online_rights",NA,0,"1",0,0
"Secure System Architecture & Design","Law & Regulation","cyber_security_law_regulation",NA,0,"1",0,0
"Secure System Architecture & Design","Malware & Attack Technologies","malware_attack_technologies",NA,0,"1",100,0
"Secure System Architecture & Design","Adversarial Behaviours","adversarial_behaviours",NA,0,"1",100,0
"Secure System Architecture & Design","Forensics","forensics",NA,0,"1",50.21,0
"Secure System Architecture & Design","Security Operations & Incident Management","security_operations_incident_management",NA,0,"1",0,0
"Secure System Architecture & Design","Cryptography","cryptography","Related",60,"1",0,0
"Secure System Architecture & Design","Operating Systems & Virtualisation Security","operating_systems_virtualisation_security","Related",60,"1",0,0
"Secure System Architecture & Design","Distributed Systems Security","distributed_systems_security","Related",60,"1",0,0
"Secure System Architecture & Design","Formal Methods for Security","formal_methods_for_security",NA,0,"1",0,0
"Secure System Architecture & Design","Authentication, Authorisation & Accountability","authentication_authorisation_accountability",NA,0,"1",0,0
"Secure System Architecture & Design","Software Security","software_security","Core",90,"1",0,0
"Secure System Architecture & Design","Web & Mobile Security","web_mobile_security","Related",60,"1",0,0
"Secure System Architecture & Design","Secure Software Lifecycle","secure_software_lifecycle","Core",90,"1",0,0
